2026-08-19 00:43:26.479 INFO [GameServer Start][GameServer.java:283] - 当前心跳HTTP为：http://94.250.249.128:8080/APIServer/serverstate/checkstate?
2026-08-19 00:43:26.485 INFO [GameServer Start][GameServer.java:293] - 设置当前游戏支持人数等级为=5
2026-08-19 00:43:26.828 INFO [GameServer Start][ScriptAbstractManager.java:420] - Build scriptLoader classpath: [/home/Game-Server/GameServer/gameserver/GameServer.jar:/home/Game-Server/GameServer/gameserver/bin/:/home/Game-Server/GameServer/gameserver/lib/slf4j-log4j12-1.7.6.jar:/home/Game-Server/GameServer/gameserver/lib/disruptor-3.3.6.jar:/home/Game-Server/GameServer/gameserver/lib/jackson-annotations-2.11.1.jar:/home/Game-Server/GameServer/gameserver/lib/slf4j-api-1.7.6.jar:/home/Game-Server/GameServer/gameserver/lib/netty-all-4.1.11.Final-sources.jar:/home/Game-Server/GameServer/gameserver/lib/jackson-databind-2.11.1.jar:/home/Game-Server/GameServer/gameserver/lib/log4j-api-2.17.0.jar:/home/Game-Server/GameServer/gameserver/lib/GameCore.jar:/home/Game-Server/GameServer/gameserver/lib/log4j-core-2.17.0.jar:/home/Game-Server/GameServer/gameserver/lib/mybatis-3.2.5.jar:/home/Game-Server/GameServer/gameserver/lib/httpcore-nio-4.4.5.jar:/home/Game-Server/GameServer/gameserver/lib/netty-all-4.1.11.Final.jar:/home/Game-Server/GameServer/gameserver/lib/httpasyncclient-4.1.2.jar:/home/Game-Server/GameServer/gameserver/lib/httpclient-4.5.8.jar:/home/Game-Server/GameServer/gameserver/lib/PushJavaSDK.jar:/home/Game-Server/GameServer/gameserver/lib/httpcore-4.4.4.jar:/home/Game-Server/GameServer/gameserver/lib/commons-lang-2.5.jar:/home/Game-Server/GameServer/gameserver/lib/Message.jar:/home/Game-Server/GameServer/gameserver/lib/GameCfg.jar:/home/Game-Server/GameServer/gameserver/lib/druid-1.0.15.jar:/home/Game-Server/GameServer/gameserver/lib/mysql-connector-java-8.0.27.jar:/home/Game-Server/GameServer/gameserver/lib/jackson-core-2.11.1.jar:/home/Game-Server/GameServer/gameserver/lib/log4j-1.2.17.jar:/home/Game-Server/GameServer/gameserver/lib/commons-codec-1.9.jar:/home/Game-Server/GameServer/gameserver/lib/protobuf-java-2.5.0.jar:/home/Game-Server/GameServer/gameserver/lib/commons-logging-1.0.4.jar:bin]
2026-08-19 00:43:27.412 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3019, имя: common.Entity.EntityAiScript
2026-08-19 00:43:27.414 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3022, имя: common.Entity.EntityScript
2026-08-19 00:43:27.414 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 174, имя: common.RechargeRebate.RechargeRebateScript
2026-08-19 00:43:27.415 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 27, имя: common.achievement.AchievementScript
2026-08-19 00:43:27.419 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 30, имя: common.activity.ActivityManageScript
2026-08-19 00:43:27.425 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300008, имя: common.activity.CollectGoodsExchangeActivityScript
2026-08-19 00:43:27.426 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300021, имя: common.activity.ContinuousRecharge2ActivityScript
2026-08-19 00:43:27.427 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300015, имя: common.activity.ContinuousRechargeActivityScript
2026-08-19 00:43:27.430 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300026, имя: common.activity.CornucopiaActivityScript
2026-08-19 00:43:27.431 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300002, имя: common.activity.DailyRechargeActivityScript
2026-08-19 00:43:27.432 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300005, имя: common.activity.DrawRewardActivityScript
2026-08-19 00:43:27.433 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300020, имя: common.activity.FBShareActivityScript
2026-08-19 00:43:27.434 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300029, имя: common.activity.FZTBActivityScript
2026-08-19 00:43:27.435 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300014, имя: common.activity.FestivalPreferenceActivityScript
2026-08-19 00:43:27.438 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300019, имя: common.activity.FestivalWishActivityScript
2026-08-19 00:43:27.439 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300022, имя: common.activity.FestvialSignScript
2026-08-19 00:43:27.440 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300001, имя: common.activity.GetActiveActivityScript
2026-08-19 00:43:27.442 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300009, имя: common.activity.GroupBuyActivityScript
2026-08-19 00:43:27.443 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300011, имя: common.activity.HolidayBossScript
2026-08-19 00:43:27.444 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300017, имя: common.activity.HolidayDailyGiftActivityScript
2026-08-19 00:43:27.445 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300018, имя: common.activity.HolidayScoreRankScript
2026-08-19 00:43:27.446 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300012, имя: common.activity.HolidayTaskScript
2026-08-19 00:43:27.447 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300013, имя: common.activity.HolidayWordsScript
2026-08-19 00:43:27.449 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300023, имя: common.activity.JumpGridScript
2026-08-19 00:43:27.450 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300004, имя: common.activity.LimitGiftBagActivityScript
2026-08-19 00:43:27.451 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300016, имя: common.activity.LimitShopActivtyScript
2026-08-19 00:43:27.453 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300003, имя: common.activity.LimitTimeLoginActivityScript
2026-08-19 00:43:27.454 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300028, имя: common.activity.LuckyCat2ActivityScript
2026-08-19 00:43:27.455 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300010, имя: common.activity.LuckyCatActivityScript
2026-08-19 00:43:27.456 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300025, имя: common.activity.PicTipsActivityScript
2026-08-19 00:43:27.457 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300006, имя: common.activity.RechargeTotalActivityScript
2026-08-19 00:43:27.458 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300024, имя: common.activity.ShowActivityScript
2026-08-19 00:43:27.460 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300027, имя: common.activity.SmashEggActivityScript
2026-08-19 00:43:27.462 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 300007, имя: common.activity.TotalConsumeActivityScript
2026-08-19 00:43:27.463 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 151, имя: common.activityRank.ActivityRankScript
2026-08-19 00:43:27.464 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 2011, имя: common.alienGem.AlienGemCopyMapScript
2026-08-19 00:43:27.465 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 171, имя: common.alienGem.AlienGemScript
2026-08-19 00:43:27.466 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280014, имя: common.attribute.AmuletTaskAttributeScript
2026-08-19 00:43:27.469 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 28, имя: common.attribute.AttributeScript
2026-08-19 00:43:27.470 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280001, имя: common.attribute.BaseAttributeScript
2026-08-19 00:43:27.470 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280003, имя: common.attribute.BuffAttributeScript
2026-08-19 00:43:27.472 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280029, имя: common.attribute.DevilSeriesAttributeScript
2026-08-19 00:43:27.473 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280002, имя: common.attribute.EquipAttributeScript
2026-08-19 00:43:27.474 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280021, имя: common.attribute.FabaoAttributeScript
2026-08-19 00:43:27.475 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280018, имя: common.attribute.GemAttributeScript
2026-08-19 00:43:27.476 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280023, имя: common.attribute.HolyEquipAttributeScript
2026-08-19 00:43:27.477 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280005, имя: common.attribute.HorseAttributeScript
2026-08-19 00:43:27.477 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280026, имя: common.attribute.HuaxinFlySwordAttributeScript
2026-08-19 00:43:27.478 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280025, имя: common.attribute.ImmortalEquipAttributeScript
2026-08-19 00:43:27.479 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280020, имя: common.attribute.ImmortalsoulAttributeScript
2026-08-19 00:43:27.479 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280016, имя: common.attribute.MagicAttributeScript
2026-08-19 00:43:27.480 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280006, имя: common.attribute.MarriageAttributeScript
2026-08-19 00:43:27.480 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280004, имя: common.attribute.MedicineAttributeScript
2026-08-19 00:43:27.481 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280027, имя: common.attribute.NewFashionAttributeScript
2026-08-19 00:43:27.482 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280007, имя: common.attribute.PetAttributeScript
2026-08-19 00:43:27.482 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280019, имя: common.attribute.ShiHaiAttributeScript
2026-08-19 00:43:27.483 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280010, имя: common.attribute.SkillAttributeScript
2026-08-19 00:43:27.483 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280013, имя: common.attribute.SoulBeastAttributeScript
2026-08-19 00:43:27.484 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280028, имя: common.attribute.SoulEquipAttributeScript
2026-08-19 00:43:27.484 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280022, имя: common.attribute.SpiritAttributeScript
2026-08-19 00:43:27.485 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280009, имя: common.attribute.StateVipAttributeScript
2026-08-19 00:43:27.485 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280015, имя: common.attribute.TalismanAttributeScript
2026-08-19 00:43:27.486 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280012, имя: common.attribute.TaskAttributeCalculator
2026-08-19 00:43:27.486 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280008, имя: common.attribute.TitleAttributeScript
2026-08-19 00:43:27.487 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280031, имя: common.attribute.UnrealEquipAttributeScript
2026-08-19 00:43:27.487 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280030, имя: common.attribute.VipAttributeScript
2026-08-19 00:43:27.488 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280017, имя: common.attribute.WeaponAttributeScript
2026-08-19 00:43:27.488 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280011, имя: common.attribute.WingAttributeScript
2026-08-19 00:43:27.489 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 280024, имя: common.attribute.XiSuiAttributeScript
2026-08-19 00:43:27.493 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 120, имя: common.auction.AuctionScript
2026-08-19 00:43:27.498 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 31, имя: common.backgrand.BackCommandScript
2026-08-19 00:43:27.500 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 56, имя: common.backpack.BackpackHandlerScript
2026-08-19 00:43:27.505 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 57, имя: common.backpack.BackpackManagerScript
2026-08-19 00:43:27.510 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 130, имя: common.backpack.CurrencyManagerScript
2026-08-19 00:43:27.511 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3005, имя: common.behavior.AttackMoveBehaviorScript
2026-08-19 00:43:27.511 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3002, имя: common.behavior.DirMoveBehaviorScript
2026-08-19 00:43:27.511 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3003, имя: common.behavior.FlyBehaviorScript
2026-08-19 00:43:27.513 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3009, имя: common.behavior.GatherBehaviorScript
2026-08-19 00:43:27.513 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3011, имя: common.behavior.JumpBehaviorScript
2026-08-19 00:43:27.513 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3023, имя: common.behavior.MagicAiBehaviorScript
2026-08-19 00:43:27.515 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3020, имя: common.behavior.MagicBehaviorScript
2026-08-19 00:43:27.516 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3001, имя: common.behavior.MoveBehaviorScirpt
2026-08-19 00:43:27.516 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3006, имя: common.behavior.ReviveBehaviorScript
2026-08-19 00:43:27.517 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3010, имя: common.behavior.RunBackBehaviorScript
2026-08-19 00:43:27.517 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3004, имя: common.behavior.RunBehaviorScript
2026-08-19 00:43:27.518 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 3012, имя: common.behavior.SkillMoveBehaviorScript
2026-08-19 00:43:27.527 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 139, имя: common.bi.Bi4399Script
2026-08-19 00:43:27.530 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 133, имя: common.bi.BiScript
2026-08-19 00:43:27.533 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 175, имя: common.bi.QQScript
2026-08-19 00:43:27.536 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 75, имя: common.boss.WorldBossManagerScript
2026-08-19 00:43:27.538 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 66, имя: common.buff.BuffScript
2026-08-19 00:43:27.539 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660007, имя: common.buff.script.AddAllHpRateBuff
2026-08-19 00:43:27.539 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660008, имя: common.buff.script.AddCurHpRateBuff
2026-08-19 00:43:27.539 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660006, имя: common.buff.script.AddHpBuff
2026-08-19 00:43:27.539 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660001, имя: common.buff.script.AttributeBuff
2026-08-19 00:43:27.540 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660018, имя: common.buff.script.BigBoom
2026-08-19 00:43:27.540 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660022, имя: common.buff.script.ChangeModeBuff
2026-08-19 00:43:27.540 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660023, имя: common.buff.script.ChuanDaoBuff
2026-08-19 00:43:27.540 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660000, имя: common.buff.script.CommonBuff
2026-08-19 00:43:27.541 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660004, имя: common.buff.script.DecAllHpRateBuff
2026-08-19 00:43:27.541 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660005, имя: common.buff.script.DecCurHpRateBuff
2026-08-19 00:43:27.542 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660003, имя: common.buff.script.DecHpBuff
2026-08-19 00:43:27.542 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660015, имя: common.buff.script.DingShengBuff
2026-08-19 00:43:27.543 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660021, имя: common.buff.script.DizzinessBuff
2026-08-19 00:43:27.544 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660011, имя: common.buff.script.ExpBuff
2026-08-19 00:43:27.544 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660024, имя: common.buff.script.FeijianBuff
2026-08-19 00:43:27.544 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660016, имя: common.buff.script.FightStateBuff
2026-08-19 00:43:27.545 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660002, имя: common.buff.script.HpPoolBuff
2026-08-19 00:43:27.545 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660025, имя: common.buff.script.JinliaoBuff
2026-08-19 00:43:27.545 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660010, имя: common.buff.script.MoneyBuff
2026-08-19 00:43:27.547 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660019, имя: common.buff.script.PosTriggerBuff
2026-08-19 00:43:27.549 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660017, имя: common.buff.script.ReDamageFromBoss
2026-08-19 00:43:27.549 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660020, имя: common.buff.script.SummonTriggerBuff
2026-08-19 00:43:27.550 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660009, имя: common.buff.script.SuperManBuff
2026-08-19 00:43:27.550 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 660013, имя: common.buff.script.SuperPveBuff
2026-08-19 00:43:27.551 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 148, имя: common.cangbaoge.CangbaogeScript
2026-08-19 00:43:27.555 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 52, имя: common.chat.ChatScript
2026-08-19 00:43:27.556 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 71, имя: common.chat.ShareScript
2026-08-19 00:43:27.558 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 123, имя: common.chum.ChumScript
2026-08-19 00:43:27.559 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 1031, имя: common.command.CommandScript
2026-08-19 00:43:27.561 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 99, имя: common.commercialize.DailyRechargeScript
2026-08-19 00:43:27.562 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 149, имя: common.commercialize.DailyRechargeTotalScript
2026-08-19 00:43:27.563 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 34, имя: common.commercialize.FCChargeScript
2026-08-19 00:43:27.565 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 162, имя: common.community.CommunityScript
2026-08-19 00:43:27.568 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 62, имя: common.control.ControlScript
2026-08-19 00:43:27.569 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 113, имя: common.copyMap.base.CopyMapLogicScript
2026-08-19 00:43:27.573 INFO [GameServer Start][ScriptAbstractManager.java:400] - Скрипт ID: 26, имя: common.copyMap.base.CopyMapScriptManager
